dataset,algorithm,platformId,runId,Energy,phase,acronym,hp1,val1,hp2,val2
DHG,KM-tol-0.1-maxIter-100,4,1,8249.810000000001,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,4,2,8173.87,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,5,0,7056.85,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,5,1,7122.699999999999,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,5,2,6975.18,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,6,0,6506.36,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,6,1,6660.6500000000015,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,6,2,6676.285000000002,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,7,0,7455.344999999998,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,7,1,7389.0549999999985,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,7,2,7428.485,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,8,0,6379.030000000002,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,8,1,6514.1,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,8,2,6488.29,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,9,0,6216.915000000001,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,9,1,6227.45,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,9,2,6203.905,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,1,0,618.1949999999998,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,1,1,575.82,test,KM,tol,0.1,maxIter,100
